"slug","title","description","url","tags","category","author","source"
"mcp-run-python","MCP Run Python","The code is executed using [Pyodide](https://pyodide.org) in [Deno](https://deno.com/) and is therefore isolated from","https://github.com/pydantic/pydantic-ai/tree/main/mcp-run-python","python;sandbox;pyodide;deno;model context protocol;mcp;code execution","Dev Tools","{'name': 'pydantic'}","Local Servers"
"mcp-send-email","Email Sending MCP","This is a simple MCP server that sends emails using Resend's API. Why? Now you can let Cursor or Claude Desktop compose emails for you and send it right away without having to copy and paste the email content.","https://github.com/resend/mcp-send-email","email;resend;mcp;anthropic;cursor;claude","Messaging","{'name': 'resend'}","Local Servers"
"mcp-server-adfin","Adfin MCP Server","1. Python 3.10 or higher","https://github.com/Adfin-Engineering/mcp-server-adfin","adfin;finance;invoicing","Finance","{'name': 'Adfin-Engineering'}","Local Servers"
"mcp-server-axiom","Axiom MCP Server","A [Model Context Protocol](https://modelcontextprotocol.io/) server implementation for [Axiom](https://axiom.co) that enables AI agents to query your data using Axiom Processing Language (APL).","https://github.com/axiomhq/mcp-server-axiom","axiom;apl;data;query","Analytics","{'name': 'axiomhq'}","Local Servers"
"mcp-server-box","MCP Server Box","MCP Server Box is a Python project that integrates with the Box API to perform various operations such as file search, text extraction, AI-based querying, and data extraction. It leverages the `box-sdk-gen` library and provides a set of tools to interact with Box files and folders.","https://github.com/box-community/mcp-server-box","box;ai;file-management;search;text-extraction","Knowledge Base","{'name': 'box-community'}","Local Servers"
"mcp-server-browserbase","Browserbase MCP Server","Automate browser interactions in the cloud (e.g. web navigation, data extraction, form filling, and more)","https://github.com/browserbase/mcp-server-browserbase","browser automation;puppeteer;stagehand;web interaction;screenshots;javascript","Dev Tools","{'name': 'browserbase'}","Local Servers"
"mcp-server-cloudflare","Cloudflare MCP Server","Model Context Protocol (MCP) is a [new, standardized protocol](https://modelcontextprotocol.io/introduction) for managing context between large language models (LLMs) and external systems. In this repository, we provide an installer as well as an MCP Server for [Cloudflare's API](https://api.cloudflare.com).","https://github.com/cloudflare/mcp-server-cloudflare","cloudflare;mcp;model-context-protocol;llm;api","Dev Tools","{'name': 'cloudflare'}","Local Servers"
"mcp-server-esignatures","eSignatures MCP server","MCP server for eSignatures (https://esignatures.com)","https://github.com/esignaturescom/mcp-server-esignatures","contracts;templates;collaborators;esignatures","Productivity","{'name': 'esignaturescom'}","Local Servers"
"mcp-server-langfuse","Langfuse Prompt Management MCP Server","Open-source tool for collaborative editing, versioning, evaluating, and releasing prompts.","https://github.com/langfuse/mcp-server-langfuse","prompts;mcp;langfuse","Dev Tools","{'name': 'langfuse'}","Local Servers"
"mcp-server-milvus","MCP Server for Milvus","This repository contains a MCP server that provides access to Milvus vector database functionality.","https://github.com/zilliztech/mcp-server-milvus","milvus;vector database;mcp;model context protocol","Databases","{'name': 'zilliztech'}","Local Servers"
"mcp-server-motherduck","MotherDuck MCP Server","Query and analyze data with MotherDuck and local DuckDB","https://github.com/motherduckdb/mcp-server-motherduck","SQL;DuckDB;MotherDuck;analytics;database","Databases","{'name': 'motherduckdb'}","Local Servers"
"mcp-server-neon","Neon MCP Server","This lets you use Claude Desktop, or any MCP Client, to use natural language to accomplish things with Neon.","https://github.com/neondatabase/mcp-server-neon","database;postgres;neon;mcp;llm","Databases","{'name': 'neondatabase'}","Local Servers"
"mcp-server-qdrant","Qdrant MCP Server","This repository is an example of how to create a MCP server for Qdrant, a vector search engine.","https://github.com/qdrant/mcp-server-qdrant","vector-search;qdrant;memory;semantic-search","Databases","{'name': 'qdrant'}","Local Servers"
"mcp-server-raygun","Raygun MCP Server","MCP Server for Raygun's API V3 endpoints for interacting with your Crash Reporting and Real User Monitoring applications. This server provides comprehensive access to Raygun's API features through the Model Context Protocol.","https://github.com/MindscapeHQ/mcp-server-raygun","raygun;crash reporting;real user monitoring;error management;performance monitoring","Dev Tools","{'name': 'MindscapeHQ'}","Local Servers"
"mcp-server-singlestore","SingleStore MCP Server","Interact with the SingleStore database platform","https://github.com/singlestore-labs/mcp-server-singlestore","singlestore;database;sql;mcp;model context protocol","Databases","{'name': 'singlestore-labs'}","Local Servers"
"mcp-server-starrocks","StarRocks Official MCP Server","The StarRocks MCP Server acts as a bridge between AI assistants and StarRocks databases, allowing for direct SQL execution and database exploration without requiring complex setup or configuration.","https://github.com/StarRocks/mcp-server-starrocks","database;sql;starrocks","Databases","{'name': 'StarRocks'}","Local Servers"
"mcp-server-weibo","Weibo MCP Server","This is a server based on the [Model Context Protocol](https://modelcontextprotocol.io) for scraping Weibo user information, feeds, and search functionality. This server can help retrieve detailed information about Weibo users, feed content, and perform user searches.","https://github.com/Selenium39/mcp-server-weibo","weibo;social media;scraping;user information;search;TypeScript;MCP;Model Context Protocol","Web Services","{'name': 'Selenium39'}","Local Servers"
"mcp-server-weread","WeRead MCP Server","A WeChat reading MCP server that allows you to access WeChat reading notes and reading history in Claude Desktop.","https://github.com/freestylefly/mcp-server-weread","weread;wechat;reading;notes;claude;mcp;knowledge management;api","Knowledge Base","{'name': 'freestylefly'}","Local Servers"
"mcp-server","Integration App MCP Server","This is an implementation of the [Model Context Protocol (MCP) server](https://modelcontextprotocol.org/) that exposes tools powered by [Integration App](https://integration.app).","https://github.com/integration-app/mcp-server","integration;tools;mcp","MCP Tools","{'name': 'integration-app'}","Local Servers"
"mcp-tinybird","Tinybird MCP server","An MCP server to interact with a Tinybird Workspace from any MCP client.","https://github.com/tinybirdco/mcp-tinybird","tinybird;data;analytics","Analytics","{'name': 'tinybirdco'}","Local Servers"
"mcp-zenml","ZenML MCP Server","Interact with your MLOps and LLMOps pipelines through your ZenML MCP server","https://github.com/zenml-io/mcp-zenml","zenml;mcp;ai;ml;pipelines","Dev Tools","{'name': 'zenml-io'}","Local Servers"
"mcp","Semgrep MCP Server","An MCP server for using Semgrep to scan code for security vulnerabilies. Secure your vibe coding! ","https://github.com/semgrep/mcp","security;static analysis;code scanning;vulnerability detection","Dev Tools","{'name': 'semgrep'}","Local Servers"
"meilisearch-mcp","Meilisearch MCP Server","A Model Context Protocol (MCP) server for interacting with Meilisearch through LLM interfaces like Claude.","https://github.com/meilisearch/meilisearch-mcp","search;meilisearch;indexing;document management","Databases","{'name': 'meilisearch'}","Local Servers"
"mem0-mcp","Mem0 Server","A Model Context Protocol server for Mem0, which helps with managing coding preferences.","https://github.com/mem0ai/mem0-mcp","coding preferences;mem0","Dev Tools","{'name': 'mem0ai'}","Local Servers"
"memory-bank-mcp","Memory Bank MCP Server","The Memory Bank MCP Server is a Model Context Protocol (MCP) server implementation that provides remote access and management capabilities for memory bank files, enabling multi-project support, consistent file structure, and isolation between projects.","https://github.com/alioshr/memory-bank-mcp","memory bank;MCP;Model Context Protocol;remote memory;multi-project;Claude;Cline;Cursor","Knowledge Base","{'name': 'alioshr'}","Local Servers"
"memory","Knowledge Graph Memory","Knowledge graph-based persistent memory system","https://github.com/modelcontextprotocol/servers","knowledge graph;memory;persistent memory","Knowledge Base","{'name': 'modelcontextprotocol'}","Local Servers"
"metoro-mcp-server","Metoro MCP Server","This MCP Server allows you to interact with your Kubernetes cluster via the Claude Desktop App!","https://github.com/metoro-io/metoro-mcp-server","kubernetes;observability;eBPF;microservices","MCP Tools","{'name': 'metoro-io'}","Local Servers"
"microsoft-learn","Microsoft Learn MCP","Access Microsoft Learn documentation and resources through the Model Context Protocol. Provides comprehensive access to Microsoft's technical documentation, tutorials, and learning paths.","https://github.com/microsoft/microsoft-learn-mcp","microsoft;learn;documentation;azure;windows;dotnet;office;365;technical-docs","Documentation","{'name': 'Microsoft'}","Local Servers"
"mindmap","Mindmap","A server that generates mindmaps from input containing markdown code.","https://github.com/YuChenSSR/mindmap-mcp-server","mindmap;markdown;interactive","Media Creation","{'name': 'YuChenSSR'}","Local Servers"
"minima","Minima","MCP server for RAG on local files","https://github.com/dmayboroda/minima","ChatGPT;Integration;Local;Open Source","Knowledge Base","{'name': 'dmayboroda'}","Local Servers"
"minimax-mcp","MiniMax Model Context Protocol Server","Here is a concise description paragraph focused on what the MiniMax project does:

MiniMax is an official server that enables interaction with powerful text-to-speech, voice cloning, video generation, and image generation APIs through the MiniMax Model Context Protocol (MCP). It allows MCP clients like Claude Desktop, Cursor, Windsurf, and OpenAI Agents to generate speech, clone voices, create videos and images, and more.","https://github.com/MiniMax-AI/MiniMax-MCP","text-to-speech;voice-clone;video-generation;image-generation;MCP;API;Claude;Cursor;Windsurf","Media Creation","{'name': 'MiniMax-AI'}","Local Servers"
"mobile-mcp","Mobile MCP Server","This is a [Model Context Protocol (MCP) server](https://github.com/modelcontextprotocol) that enables scalable mobile automation, development through a platform-agnostic interface, eliminating the need for distinct iOS or Android knowledge. You can run it on emulators, simulators, and physical devices (iOS and Android).","https://github.com/mobile-next/mobile-mcp","mobile;automation;iOS;Android;simulator;emulator;physical devices;MCP;Model Context Protocol;accessibility;testing;LLM","Dev Tools","{'name': 'mobile-next'}","Local Servers"
"monday-com","Monday.com","MCP Server to interact with Monday.com boards and items.","https://github.com/sakce/mcp-server-monday","monday.com;API","Productivity","{'name': 'sakce'}","Local Servers"
"mongodb-lens","MongoDB Lens","Full Featured MCP Server for MongoDB Databases.","https://github.com/furey/mongodb-lens","mongodb;server","Databases","{'name': 'furey'}","Local Servers"
"mongodb","MongoDB","A Model Context Protocol Server for MongoDB.","https://github.com/kiliczsh/mcp-mongo-server","MongoDB;LLM","Databases","{'name': 'kiliczsh'}","Local Servers"
"mssql","MSSQL","MCP Server for MSSQL database in Python","https://github.com/JexinSam/mssql_mcp_server","MSSQL;AI;Database Access","Databases","{'name': 'JexinSam'}","Local Servers"
"multicluster-mcp-sever","Multi-Cluster Server","The gateway for GenAI systems to interact with multiple Kubernetes clusters.","https://github.com/yanmxa/multicluster-mcp-server","Generative AI;Kubernetes","Dev Tools","{'name': 'yanmxa'}","Local Servers"
"mysql","MySQL Database Integration","MySQL database integration in Python with configurable access controls and schema inspection","https://github.com/designcomputer/mysql_mcp_server","MySQL;Database Access","Databases","{'name': 'designcomputer'}","Local Servers"
"n8n","n8n","This MCP server provides tools and resources for AI assistants to manage n8n workflows and executions, including listing, creating, updating, and deleting workflows, as well as monitoring their execution status.","https://github.com/leonardsellem/n8n-mcp-server","n8n;server;AI","Dev Tools","{'name': 'leonardsellem'}","Local Servers"
"nasa","NASA","Access to a unified gateway of NASA's data sources including but not limited to APOD, NEO, EPIC, GIBS.","https://github.com/ProgramComputer/NASA-MCP-server","NASA;API;Data;Space;Science","Knowledge Base","{'name': 'ProgramComputer'}","Local Servers"
"naver","Naver","This MCP server provides tools to interact with various Naver services, such as searching blogs, news, books, and more.","https://github.com/pfldy2850/py-mcp-naver","Naver;API;OpenAPI;Search","Web Services","{'name': 'pfldy2850'}","Local Servers"
"needle-mcp","Needle MCP Server","MCP (Model Context Protocol) server to manage documents and perform searches using [Needle](https://needle-ai.com) through Claude’s Desktop Application.","https://github.com/needle-ai/needle-mcp","document management;search;Needle","Knowledge Base","{'name': 'needle-ai'}","Local Servers"
"nemad","NEMAD Materials Database","MCP server for accessing the North East Materials Database (NEMAD) API to search materials by elements and chemical formulas in magnetic, thermoelectric, and superconductor databases.","https://github.com/pathintegral-institute/mcp.science","materials;database","Knowledge Base","{'name': 'Path Integral Institute'}","Local Servers"
"neo4j","Neo4j Server","A community built server that interacts with Neo4j Graph Database.","https://github.com/da-okazaki/mcp-neo4j-server","neo4j;database","Databases","{'name': 'da-okazaki'}","Local Servers"
"neovim","Neovim Server","An MCP Server for your Neovim session.","https://github.com/bigcodegen/mcp-neovim-server","Neovim;MCP;Claude Desktop","Dev Tools","{'name': 'bigcodegen'}","Local Servers"
"netket","NetKet Quantum Physics","MCP server for NetKet quantum many-body physics analysis. Create, analyze, and visualize quantum systems using natural language interfaces. Supports multiple lattice geometries and Hamiltonian models.","https://github.com/pathintegral-institute/mcp.science","quantum;physics","AI Systems","{'name': 'Path Integral Institute'}","Local Servers"
"notion-mcp","Notion MCP Server","This project implements an [MCP server](https://spec.modelcontextprotocol.io/) for the [Notion API](https://developers.notion.com/reference/intro).","https://github.com/makenotion/notion-mcp-server","notion;mcp;api;model-context-protocol;integration;notion-api","Productivity","{'name': 'makenotion'}","Local Servers"
"notion","Notion","Notion MCP integration. Search, Read, Update, and Create pages through Claude chat.","https://github.com/v-3/notion-server","Notion","Productivity","{'name': 'v-3'}","Local Servers"
"ns-travel-information","NS Travel Information","Access Dutch Railways (NS) real-time train travel information and disruptions through the official NS API.","https://github.com/r-huijts/ns-mcp-server","NS;Train;Travel;Information","Professional Apps","{'name': 'r-huijts'}","Local Servers"
"ntfy-mcp","Your Friendly Task Completion Notifier","The MCP server that keeps you informed by sending the notification on phone using ntfy","https://github.com/teddyzxcv/ntfy-mcp","ntfy;notifications","Messaging","{'name': 'teddyzxcv'}","Local Servers"
"nx-mcp","Nx MCP Server","A [Model Context Protocol](https://modelcontextprotocol.io/introduction) server implementation for [Nx](https://nx.dev).","https://github.com/nrwl/nx-console/tree/master/apps/nx-mcp","nx;monorepo;MCP;Model Context Protocol;AI;LLM;code generation","Dev Tools","{'name': 'nrwl'}","Local Servers"
"obsidian-markdown-notes","Obsidian Markdown Notes","Read and search through your Obsidian vault or any directory containing Markdown notes","https://github.com/calclavia/mcp-obsidian","obsidian","Knowledge Base","{'name': 'calclavia'}","Local Servers"
"obsidian-mcp","Obsidian","(by Steven Stavrakis) An MCP server for Obsidian.md with tools for searching, reading, writing, and organizing notes.","https://github.com/StevenStavrakis/obsidian-mcp","Obsidian;AI;Notes;Productivity","Knowledge Base","{'name': 'StevenStavrakis'}","Local Servers"
"oceanbase","OceanBase","(by yuanoOo) A Model Context Protocol (MCP) server that enables secure interaction with OceanBase databases.","https://github.com/yuanoOo/oceanbase_mcp_server","OceanBase;SQL;Security","Databases","{'name': 'yuanoOo'}","Local Servers"
"octagon-mcp-server","Octagon MCP Server","A Model Context Protocol (MCP) server implementation that integrates with Octagon Market Intelligence API.","https://github.com/OctagonAI/octagon-mcp-server","market intelligence;financial analysis;SEC filings;earnings calls;stock market data;private company research;funding rounds;M&A;IPO;web scraping","Analytics","{'name': 'OctagonAI'}","Local Servers"
"okta","Okta","Interact with Okta API.","https://github.com/kapilduraphe/okta-mcp-server","Okta;user management;group management","System Tools","{'name': 'kapilduraphe'}","Local Servers"
"onchain-mcp","Bankless Onchain MCP Server","MCP (Model Context Protocol) server for blockchain data interaction through the Bankless API.","https://github.com/bankless/onchain-mcp","blockchain;MCP;smart contracts;ethereum;onchain","Finance","{'name': 'bankless'}","Local Servers"
"open-strategy-partners-marketing-tools","Open Strategy Partners Marketing Tools","Content editing codes, value map, and positioning tools for product marketing.","https://github.com/open-strategy-partners/osp_marketing_tools","LLM;Technical Writing;Optimization","Productivity","{'name': 'open-strategy-partners'}","Local Servers"
"openai-websearch-mcp","OpenAI WebSearch","This is a Python-based MCP server that provides OpenAI `web_search` build-in tool.","https://github.com/ConechoAI/openai-websearch-mcp","openai;websearch;AI assistant","Web Services","{'name': 'ConechoAI'}","Local Servers"
"openapi-anyapi","Scalable OpenAPI Endpoint Discovery Tool","Interact with large [OpenAPI](https://www.openapis.org/) docs using built-in semantic search for endpoints. Allows for customizing the MCP server prefix.","https://github.com/baryhuang/mcp-server-any-openapi","OpenAPI;API Discovery;Semantic Search;FastAPI","Dev Tools","{'name': 'baryhuang'}","Local Servers"
"openapi-schema","OpenAPI Schema Model Context Protocol","Allow LLMs to explore large [OpenAPI](https://www.openapis.org/) schemas without bloating the context.","https://github.com/hannesj/mcp-openapi-schema","OpenAPI;LLM","Dev Tools","{'name': 'hannesj'}","Local Servers"
"openapi","OpenAPI","Interact with [OpenAPI](https://www.openapis.org/) APIs.","https://github.com/snaggle-ai/openapi-mcp-server","openapi;api exploration","Dev Tools","{'name': 'snaggle-ai'}","Local Servers"
"opencti","OpenCTI","Interact with OpenCTI platform to retrieve threat intelligence data including reports, indicators, malware and threat actors.","https://github.com/Spathodea-Network/opencti-mcp","OpenCTI;Threat Intelligence","Knowledge Base","{'name': 'Spathodea-Network'}","Local Servers"
"opendota","OpenDota","Interact with OpenDota API to retrieve Dota 2 match data, player statistics, and more.","https://github.com/asusevski/opendota-mcp-server","Dota 2;API;Gaming;Statistics","Analytics","{'name': 'asusevski'}","Local Servers"
"openrpc","OpenRPC","Interact with and discover JSON-RPC APIs via [OpenRPC](https://open-rpc.org/).","https://github.com/shanejonas/openrpc-mpc-server","OpenRPC;JSON-RPC","Dev Tools","{'name': 'shanejonas'}","Local Servers"
"opik-mcp","Opik MCP Server"," Query and analyze your Opik logs, traces, prompts and all other telemtry data from your LLMs in natural language.","https://github.com/comet-ml/opik-mcp","MCP;Opik;IDE Integration","MCP Tools","{'name': 'comet-ml'}","Local Servers"
"opik","Opik","<div align=""center""><b><a href=""readme.md"">English</a> | <a href=""readme_CN.md"">简体中文</a> | <a href=""readme_JP.md"">日本語</a> | <a href=""readme_KO.md"">한국어</a></b></div>","https://github.com/comet-ml/opik","llm;evaluation;tracing;monitoring","MCP Tools","{'name': 'comet-ml'}","Local Servers"
"optimade-mcp-server","OPTIMADE MCP Server","A Model Context Protocol (MCP) tool for querying Optimade-compatible material databases, fully configurable custom filter presets and provider endpoints.","https://github.com/dianfengxiaobo/optimade-mcp-server","optimade;materials-science","Dev Tools","{'name': 'dianfengxiaobo'}","Local Servers"
"oxylabs-mcp","Oxylabs Scraper","A Model Context Protocol (MCP) server that enables AI assistants like Claude to seamlessly access web data through Oxylabs' powerful web scraping technology.","https://github.com/oxylabs/oxylabs-mcp","web scraping;data extraction;web unblocker","Web Services","{'name': 'oxylabs'}","Local Servers"
"pandoc","Pandoc Document Conversion","MCP server for seamless document format conversion using Pandoc, supporting Markdown, HTML, PDF, DOCX (.docx), csv and more.","https://github.com/vivekVells/mcp-pandoc","pandoc;document;conversion","Media Creation","{'name': 'vivekVells'}","Local Servers"
"perplexity","Perplexity Ask MCP Server","An MCP server implementation that integrates the Sonar API to provide Claude with unparalleled real-time, web-wide research.","https://github.com/ppl-ai/modelcontextprotocol","perplexity;search;sonar-api;web-search","Web Services","{'name': 'ppl-ai'}","Local Servers"
"phoenix-mcp","Arize Phoenix MCP Server","Phoenix MCP Server is an implementation of the Model Context Protocol that provides a unified interface to the capabilities of the Arize Phoenix platform, enabling prompts management, dataset exploration and synthesis, and experiment visualization with the help of a language model.","https://github.com/Arize-ai/phoenix/tree/main/js/packages/phoenix-mcp","MCP;Model Context Protocol;Prompts Management;Datasets;Experiments;LLM;Phoenix;Arize","AI Systems","{'name': 'Arize-ai'}","Local Servers"
"pif","PIF Framework","A Personal Intelligence Framework (PIF), providing tools for file operations, structured reasoning, and journal-based documentation to support continuity and evolving human-AI collaboration across sessions.","https://github.com/hungryrobot1/MCP-PIF","PIF;TypeScript;Node.js","Knowledge Base","{'name': 'hungryrobot1'}","Local Servers"
"pinecone","Pinecone Model Context Protocol for Claude Desktop","MCP server for searching and uploading records to Pinecone. Allows for simple RAG features, leveraging Pinecone's Inference API.","https://github.com/sirmews/mcp-pinecone","pinecone","Databases","{'name': 'sirmews'}","Local Servers"
"placid-app","Placid.app","Generate image and video creatives using Placid.app templates","https://github.com/felores/placid-mcp-server","Placid;Templates;Image Generation;Video Generation","Media Creation","{'name': 'felores'}","Local Servers"
"playwright","Playwright MCP","A Model Context Protocol (MCP) server that provides browser automation capabilities using [Playwright](https://playwright.dev). This server enables LLMs to interact with web pages through structured accessibility snapshots, bypassing the need for screenshots or visually-tuned models.","https://github.com/microsoft/playwright-mcp","browser automation;web;playwright;accessibility;LLM;MCP;Model Context Protocol;web navigation;form-filling;data extraction","Web Services","{'name': 'microsoft'}","Local Servers"
"pomazanbohdan-mcp-uuidv7-generator","UUIDv7 Generator","A Model Context Protocol (MCP) server for generating UUIDv7 strings.","https://github.com/pomazanbohdan/mcp-uuidv7-generator","uuid;uuidv7;generator;mcp;model context protocol","System Tools","{'name': 'pomazanbohdan'}","Local Servers"
"postman","Postman","MCP server for running Postman Collections locally via Newman. Allows for simple execution of Postman Server and returns the results of whether the collection passed all the tests.","https://github.com/shannonlal/mcp-postman","Postman;Newman;API","Dev Tools","{'name': 'shannonlal'}","Local Servers"
"prisma","Prisma MCP Server","Prisma ORM is a **next-generation ORM** that consists of these tools:","https://github.com/prisma/prisma","database;ORM;TypeScript;Node.js;PostgreSQL;Prisma;MCP","Dev Tools","{'name': 'prisma'}","Local Servers"
"productboard","Productboard","Integrate the Productboard API into agentic workflows via MCP.","https://github.com/kenjihikmatullah/productboard-mcp","Productboard;API","Productivity","{'name': 'kenjihikmatullah'}","Local Servers"
"prometheus","Prometheus","Query and analyze Prometheus - open-source monitoring system.","https://github.com/pab1it0/prometheus-mcp-server","Prometheus;Metrics;AI","Analytics","{'name': 'pab1it0'}","Local Servers"
"puppeteer","Puppeteer Browser Automation","Browser automation and web scraping","https://github.com/modelcontextprotocol/servers","puppeteer;automation;javascript;screenshots;web","Web Services","{'name': 'modelcontextprotocol'}","Local Servers"
"pushover","Pushover Notifications","Send instant notifications to your devices using [Pushover.net](https://pushover.net/)","https://github.com/ashiknesin/pushover-mcp","pushover;notifications","Messaging","{'name': 'ashiknesin'}","Local Servers"
"python-code-execution","Python Code Execution","A secure sandboxed Python code execution environment for MCP (Model-Client-Program) architecture.","https://github.com/pathintegral-institute/mcp.science","python;code-execution","Dev Tools","{'name': 'pathintegral-institute'}","Local Servers"
"qgis","QGIS Model Context Protocol Integration","connects QGIS to Claude AI through the MCP. This integration enables prompt-assisted project creation, layer loading, code execution, and more.","https://github.com/jjsantos01/qgis_mcp","QGIS","Analytics","{'name': 'jjsantos01'}","Local Servers"
"qiniu-mcp-joe","Qiniu MCP Server","Edit `.env` file and fill in your Qiniu credentials","https://github.com/joeseesun/qiniu-mcp-joe","qiniu;cloud storage;file upload;MCP;python","Dev Tools","{'name': 'joeseesun'}","Local Servers"
"quickchart","Quickchart","A Model Context Protocol server for generating charts using QuickChart.io","https://github.com/GongRzhe/Quickchart-MCP-Server","quickchart;chart generation;data visualization","Media Creation","{'name': 'GongRzhe'}","Local Servers"
"qwen-max","Qwen Max","A Model Context Protocol (MCP) server implementation for the Qwen models.","https://github.com/66julienmartin/MCP-server-Qwen_Max","Qwen Max;Server","AI Systems","{'name': '66julienmartin'}","Local Servers"
"rabbitmq","RabbitMQ","The MCP server that interacts with RabbitMQ to publish and consume messages.","https://github.com/kenliao94/mcp-server-rabbitmq","rabbitmq;server;messaging","Messaging","{'name': 'kenliao94'}","Local Servers"
"rag-web-browser","RAG Web Browser Server","An MCP server for Apify's open-source RAG Web Browser [Actor](https://apify.com/apify/rag-web-browser) to perform web searches, scrape URLs, and return content in Markdown.","https://github.com/apify/mcp-server-rag-web-browser","RAG;Web Browser;AI Agents","Web Services","{'name': 'apify'}","Local Servers"
"ramp-mcp","Ramp MCP","A Model Context Protocol server for retrieving and analyzing data or running tasks for [Ramp](https://ramp.com) using [Developer API](https://docs.ramp.com/developer-api/v1/overview/introduction). In order to get around token and input size limitations, this server implements a simple ETL pipeline + ephemeral sqlite database in memory for analysis by an LLM. All requests are made to demo by default, but can be changed by setting `RAMP_ENV=prd`. Large datasets may not be processable due to API and/or your MCP client limitations.","https://github.com/ramp-public/ramp-mcp","ramp;finance;api;database;etl","Finance","{'name': 'ramp-public'}","Local Servers"
"reaper","Reaper","Interact with your [Reaper](https://www.reaper.fm/) (Digital Audio Workstation) projects.","https://github.com/dschuler36/reaper-mcp-server","Reaper;Claude","Media Creation","{'name': 'dschuler36'}","Local Servers"
"redis","Redis","MCP server to interact with Redis Server, AWS Memory DB, etc for caching or other use-cases where in-memory and key-value based storage is appropriate","https://github.com/prajwalnayak7/mcp-server-redis","","Databases","{'name': 'prajwalnayak7'}","Local Servers"
"rednote-mcp","RedNote MCP","https://github.com/user-attachments/assets/06b2c67f-d9ed-4a30-8f1d-9743f3edaa3a","https://github.com/iFurySt/RedNote-MCP","xiaohongshu;social media;content access;MCP;Chinese;Cursor;Node.js","Productivity","{'name': 'iFurySt'}","Local Servers"
"rember-mcp","Rember MCP","Create spaced repetition flashcards in Rember to remember anything you learn in your chats","https://github.com/rember/rember-mcp","flashcards;spaced repetition;learning;memory","Knowledge Base","{'name': 'rember'}","Local Servers"
"rememberizer-ai","Rememberizer","An MCP server designed for interacting with the Rememberizer data source, facilitating enhanced knowledge retrieval.","https://github.com/skydeckai/mcp-server-rememberizer","Rememberizer;Document Management;Knowledge Management;API","Knowledge Base","{'name': 'skydeckai'}","Local Servers"
"replicate","Replicate","Search, run and manage machine learning models on Replicate through a simple tool-based interface. Browse models, create predictions, track their status, and handle generated images.","https://github.com/deepfates/mcp-replicate","Replicate;API","AI Systems","{'name': 'deepfates'}","Local Servers"
"repomix","Repomix","- Try Repomix in your browser at [repomix.com](https://repomix.com/)","https://github.com/yamadashy/repomix","code;AI;repository;packaging;LLM;token counting;code analysis;CLI tool","Dev Tools","{'name': 'yamadashy'}","Local Servers"
"rijksmuseum","Rijksmuseum","Interface with the Rijksmuseum API to search artworks, retrieve artwork details, access image tiles, and explore user collections.","https://github.com/r-huijts/rijksmuseum-mcp","collection;Rijksmuseum","Analytics","{'name': 'r-huijts'}","Local Servers"
"riza-mcp","Riza MCP Server","[Riza](https://riza.io) offers an isolated code interpreter for your LLM-generated code.","https://github.com/riza-io/riza-mcp","code interpreter;LLM;tools","Dev Tools","{'name': 'riza-io'}","Local Servers"
"rquest","Rquest","An MCP server providing realistic browser-like HTTP request capabilities with accurate TLS/JA3/JA4 fingerprints for bypassing anti-bot measures.","https://github.com/xxxbrian/mcp-rquest","http;request;llm;browser;emulation;pdf;markdown","Web Services","{'name': 'xxxbrian'}","Local Servers"
"salesforce-mcp","Salesforce Connector","Interact with Salesforce Data and Metadata","https://github.com/smn2gnt/MCP-Salesforce","salesforce","Productivity","{'name': 'smn2gnt'}","Local Servers"
"sandbox-mcp","302AI Sandbox MCP Server","Here is a concise description paragraph focused on what the project does:

The 302AI Sandbox MCP Server is an MCP service that provides a secure code sandbox environment, allowing AI assistants to safely execute arbitrary code from various programming languages and tools without compromising system security.","https://github.com/302ai/302_sandbox_mcp","code execution;sandbox;MCP;AI tools;code sandbox;development tools","Dev Tools","{'name': '302ai'}","Local Servers"
"scholarly","scholarly","A MCP server to search for scholarly and academic articles.","https://github.com/adityak74/mcp-scholarly","scholarly;academic","Knowledge Base","{'name': 'adityak74'}","Local Servers"
"scrapling-fetch","Scrapling Fetch","Access text content from bot-protected websites. Fetches HTML/markdown from sites with anti-automation measures using Scrapling.","https://github.com/cyberchitta/scrapling-fetch-mcp","scrapling;fetch","Web Services","{'name': 'cyberchitta'}","Local Servers"
"screenshotone","ScreenshotOne MCP Server","An official implementation of an [MCP (Model Context Protocol)](https://modelcontextprotocol.io/) server for [ScreenshotOne](https://screenshotone.com).","https://github.com/screenshotone/mcp","screenshot;website;image","Web Services","{'name': 'screenshotone'}","Local Servers"
"search1api-mcp","Search1API MCP Server","A Model Context Protocol (MCP) server that provides search and crawl functionality using Search1API.","https://github.com/fatwang2/search1api-mcp","search;web;news;crawl;sitemap;reasoning;trending","Web Services","{'name': 'fatwang2'}","Local Servers"
"searxng","SearXNG","A Model Context Protocol Server for [SearXNG](https://docs.searxng.org/)","https://github.com/ihor-sokoliuk/mcp-searxng","search;searxng;api","Web Services","{'name': 'ihor-sokoliuk'}","Local Servers"
"sentry","Sentry","Retrieving and analyzing issues from Sentry.io","https://github.com/modelcontextprotocol/servers","sentry;monitoring;errors;debugging","Dev Tools","{'name': 'modelcontextprotocol'}","Local Servers"
